,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,569.01,565.99,553.78,553.78,556.68,555.02,561.27,555.21,560.08,559.18,558.22,554.79,556.96,556.66,556.29,556.56,558.58,557.48,558.54,557.47
1,-519.34,-515.66,-507.5,-507.5,-509.62,-508.0,-511.52,-507.82,-510.5,-510.3,-509.31,-507.31,-508.8,-508.49,-508.45,-508.32,-509.89,-508.67,-509.94,-509.14
2,-80.691,-80.008,-76.075,-76.075,-76.891,-76.695,-79.368,-77.153,-79.194,-78.56,-78.584,-77.232,-77.889,-77.865,-77.561,-77.946,-78.391,-78.489,-78.29,-78.024
3,-2.3575,-2.4449,-2.2215,-2.2215,-2.2817,-2.3048,-2.4844,-2.3142,-2.4549,-2.4035,-2.4115,-2.3305,-2.3488,-2.3714,-2.3521,-2.3707,-2.3821,-2.3967,-2.3831,-2.3813
4,-0.0065584,-0.0067899,-0.0058532,-0.0058532,-0.0062707,-0.006276,-0.0069705,-0.0062938,-0.0069152,-0.0066173,-0.0066585,-0.0062954,-0.0063839,-0.0064741,-0.0064651,-0.006531,-0.006529,-0.006611,-0.0065362,-0.0065724
5,3.9649,3.4742,3.6857,3.6857,3.7285,3.6256,3.7365,3.7014,3.6984,3.6965,3.6816,3.6977,3.6977,3.6941,3.6998,3.6944,3.6978,3.6885,3.6991,3.6902
6,2.071,2.3577,2.2503,2.2503,2.2502,2.3319,2.2557,2.2668,2.266,2.2722,2.2972,2.2729,2.2662,2.2875,2.2577,2.2679,2.2659,2.2731,2.2699,2.2745
7,0.078211,0.060399,0.072474,0.072474,0.070108,0.068572,0.070849,0.069091,0.070326,0.068676,0.068905,0.06897,0.068857,0.071109,0.069193,0.068944,0.06889,0.069683,0.0694,0.069716
8,0.0090626,0.016283,0.011077,0.011077,0.012339,0.013126,0.011432,0.012475,0.012024,0.012679,0.012645,0.012613,0.012724,0.011764,0.012476,0.012659,0.01269,0.012304,0.012463,0.012249
9,-3.6331e-05,-4.705e-05,-4.4303e-05,-4.4303e-05,-6.595e-05,-5.7293e-05,-6.5911e-05,-6.2734e-05,-7.7407e-05,-7.8324e-05,-7.6476e-05,-7.4325e-05,-7.2465e-05,-8.1323e-05,-7.5023e-05,-7.4858e-05,-7.648e-05,-7.9321e-05,-7.826e-05,-7.5884e-05
10,-7.8584e-06,-3.9365e-05,-3.9333e-05,-3.9333e-05,-1.5181e-05,-1.9591e-05,-5.7769e-06,-1.3481e-05,-1.4188e-06,-9.3447e-07,-1.545e-06,-5.1488e-07,-1.8927e-06,-1.2638e-07,-4.213e-06,-1.1118e-06,4.0691e-07,5.91e-07,1.8192e-07,-2.6948e-07
11,-1.187e-06,1.2543e-05,1.2783e-05,1.2783e-05,2.3723e-06,2.0856e-06,,-1.2234e-07,,,,,,,,,,,,
12,,-1.212e-06,7.2841e-08,7.2841e-08,,,,,,,,,,,,,,,,
