,0,1,2,3,4,5,6,7,8,9
0,103.83,104.58,104.27,104.33,103.56,103.43,103.54,103.63,103.84,103.78
1,-105.2,-105.73,-105.43,-105.51,-104.86,-104.75,-104.87,-104.91,-105.1,-105.05
2,-7.646,-7.9761,-7.9696,-7.9525,-7.8315,-7.8118,-7.8095,-7.8502,-7.8672,-7.8627
3,-0.032908,-0.035448,-0.035942,-0.034749,-0.033981,-0.033697,-0.034002,-0.034099,-0.034079,-0.034207
4,-2.6713e-06,-3.0457e-06,-3.0101e-06,-2.943e-06,-2.7754e-06,-2.7869e-06,-2.8091e-06,-2.8231e-06,-2.8131e-06,-2.8381e-06
5,0.93975,1.0443,1.0503,1.0361,1.031,1.0377,1.0393,1.0387,1.0367,1.0381
6,0.76213,0.67393,0.64794,0.66004,0.66724,0.66429,0.66201,0.66235,0.66523,0.66423
7,0.017537,0.027548,0.024411,0.021432,0.022097,0.022703,0.022758,0.022985,0.022975,0.022733
8,0.0059599,0.0011478,0.0024506,0.0036658,0.0034953,0.0031509,0.0031708,0.0030756,0.003069,0.0031438
9,2.6415e-05,-1.4822e-05,-4.3949e-07,1.0012e-05,4.6965e-07,3.6695e-06,-5.1656e-07,-8.1828e-07,2.0603e-06,3.5246e-06
10,2.8782e-06,8.659e-06,,1.7029e-06,,,,,,
