,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,167.36,157.67,160.91,162.9,161.48,161.29,160.84,161.13,161.84,162.25,160.72,160.95,160.65,161.67,161.6,161.19,161.1,162.02,161.09,161.27
1,-218.85,-211.79,-215.25,-216.36,-214.42,-214.3,-214.09,-214.06,-214.94,-215.54,-214.2,-214.14,-214.04,-214.88,-214.8,-214.43,-214.34,-215.12,-214.35,-214.59
2,-28.219,-27.294,-27.051,-28.01,-28.438,-28.408,-28.151,-28.5,-28.29,-28.114,-27.94,-28.218,-28.03,-28.202,-28.207,-28.164,-28.166,-28.307,-28.148,-28.094
3,-1.0039,-1.0584,-1.043,-1.0972,-1.1548,-1.1325,-1.1076,-1.1062,-1.1326,-1.1201,-1.1212,-1.1289,-1.1171,-1.1275,-1.1282,-1.1216,-1.1265,-1.1318,-1.1212,-1.1204
4,-0.0087248,-0.0092117,-0.0093542,-0.0097187,-0.010152,-0.010249,-0.0099227,-0.0099335,-0.010164,-0.010038,-0.010077,-0.010057,-0.010049,-0.010098,-0.010111,-0.010068,-0.010085,-0.010117,-0.0099943,-0.010046
5,10.718,9.9261,10.569,10.487,10.457,10.511,10.46,10.43,10.449,10.448,10.449,10.461,10.44,10.446,10.446,10.449,10.455,10.449,10.452,10.453
6,0.83572,0.57312,0.38932,0.46188,0.45485,0.4737,0.4487,0.44174,0.46754,0.45175,0.46977,0.45915,0.45778,0.46677,0.46575,0.467,0.4593,0.46634,0.45945,0.45851
7,0.1069,0.08681,0.077758,0.077342,0.082439,0.078568,0.078981,0.085368,0.079031,0.080478,0.080301,0.078984,0.083978,0.080398,0.081123,0.080293,0.080145,0.078562,0.07958,0.079928
8,0.0019856,0.0054627,-0.0020055,0.0067372,0.00046032,0.0045926,0.0016221,-0.00049359,0.003092,0.00071753,0.0026974,0.0030016,0.0002683,0.0022366,0.0019424,0.0022898,0.0019532,0.0034354,0.0024163,0.0023413
9,0.01614,0.0015416,0.0057104,0.0011042,0.0025569,0.0014747,0.0013674,0.00087122,0.00072195,0.0013224,0.00057181,0.00048421,0.00038347,0.00035809,0.00045284,0.0004033,0.00053718,0.00036847,0.00046418,0.00034267
10,0.002363,-0.00098513,-8.8755e-05,-0.00027371,-0.00013102,-0.00020947,0.00033001,0.00011449,0.00031409,0.00027879,0.00035855,0.00048868,0.00048203,0.00081746,0.00059532,0.00073363,0.00055276,0.00071577,0.00070668,0.00065271
11,0.00098389,0.00086154,0.00043722,0.00040052,0.00040692,0.00046089,0.00048852,0.0004756,0.0003926,0.00049858,0.00036081,0.00043364,0.0003831,0.00029194,0.00032318,0.00044108,0.00057182,0.00041354,0.00037874,0.00039204
12,0.0016622,9.4211e-05,0.00011227,0.0001042,2.079e-05,9.2051e-05,8.8595e-05,5.3697e-05,9.5161e-05,7.9327e-05,0.00010091,7.8115e-05,4.3969e-05,7.0604e-05,7.5817e-05,7.0616e-05,6.9651e-05,8.6743e-05,6.7873e-05,6.1386e-05
13,-9.4857e-05,1.3809e-05,7.1379e-05,8.4945e-05,3.1418e-05,0.00010402,4.6041e-06,1.6052e-05,1.5743e-06,3.585e-06,3.0908e-06,1.0048e-06,3.7658e-06,1.9405e-06,1.0268e-06,3.0053e-06,1.6452e-06,1.1487e-06,9.0131e-07,2.1387e-06
14,0.00011182,2.0684e-05,5.9606e-05,2.1397e-05,3.4674e-06,7.4296e-06,,1.065e-06,,,,,,,,,,,,
15,3.2488e-05,6.0563e-07,5.0645e-06,1.9304e-05,,,,,,,,,,,,,,,,
16,5.8516e-05,,,9.3777e-07,,,,,,,,,,,,,,,,
17,3.6791e-06,,,,,,,,,,,,,,,,,,,
