,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,775.49,771.22,774.59,775.34,770.05,774.85,772.78,772.34,776.55,775.69,773.92,776.48,774.86,775.26,775.71,774.85,773.17,775.7,774.65,774.31
1,-796.79,-786.35,-789.18,-790.12,-785.48,-789.83,-788.01,-788.05,-791.76,-790.55,-789.02,-791.26,-789.96,-790.16,-790.74,-789.75,-788.14,-790.5,-789.64,-789.33
2,-30.943,-32.693,-33.351,-33.15,-32.597,-33.088,-32.856,-32.366,-32.872,-33.205,-32.975,-33.274,-32.987,-33.157,-33.054,-33.17,-33.103,-33.268,-33.09,-33.056
3,-0.7506,-0.76384,-0.77395,-0.76851,-0.76163,-0.77997,-0.7768,-0.76438,-0.76832,-0.78088,-0.77535,-0.78775,-0.77676,-0.78584,-0.77869,-0.7783,-0.781,-0.78654,-0.77798,-0.77899
4,-0.0052843,-0.0070403,-0.01064,-0.011213,-0.012752,-0.015356,-0.011557,-0.0097008,-0.011272,-0.012733,-0.013853,-0.013555,-0.012103,-0.011859,-0.01282,-0.012808,-0.01194,-0.012523,-0.013018,-0.012885
5,2.8426,2.4162,2.0056,2.0842,2.1676,2.2395,2.2038,2.2206,2.2067,2.1976,2.1856,2.1802,2.1992,2.1954,2.2159,2.1944,2.2008,2.1938,2.198,2.1998
6,0.078975,0.058545,0.043356,0.035032,0.039326,0.036974,0.039396,0.03904,0.038262,0.039355,0.038538,0.037775,0.03877,0.037494,0.038283,0.037673,0.037829,0.037651,0.038272,0.037434
7,0.031447,0.026307,0.019906,0.020526,0.021361,0.021914,0.021929,0.022262,0.021918,0.021929,0.021808,0.021587,0.021853,0.021772,0.021912,0.021754,0.021827,0.021718,0.021847,0.021746
8,-0.0011724,-0.0025912,2.7172e-05,-0.00079831,-0.00072111,-0.00078473,-0.00022614,-0.0010618,-0.00050323,-0.00018486,-0.00019471,-0.00018115,-0.00033539,-0.00020817,-0.00016957,-0.00029074,-0.00056742,-0.00053629,-0.00052831,-0.00062131
9,0.0011179,0.0025434,-0.00027917,0.00059943,0.00056801,0.0006327,5.0917e-05,0.00090827,0.00034252,2.1468e-05,3.4462e-05,1.51e-05,0.00016765,3.7478e-05,1.4605e-05,0.00012041,0.00040762,0.00037358,0.00037178,0.00046553
10,5.762e-05,0.00020131,0.00065321,2.3188e-05,1.2424e-05,2.9775e-05,1.1686e-06,2.6186e-05,3.2903e-06,2.0324e-05,5.637e-07,3.2592e-06,7.741e-06,1.0761e-07,8.2087e-06,1.5169e-06,1.9716e-05,2.3126e-05,1.3931e-05,4.0055e-07
11,6.7137e-05,2.5585e-05,2.7022e-05,2.5997e-05,1.1781e-05,1.9012e-05,3.2796e-05,2.9733e-05,,1.4172e-05,2.7369e-05,2.6938e-05,2.246e-05,3.2535e-05,,3.0865e-05,2.023e-05,6.9197e-06,1.5226e-05,2.8101e-05
12,1.6382e-05,3.5557e-05,2.3503e-05,3.1566e-06,1.7136e-05,3.1571e-06,4.9353e-08,3.9155e-06,,-1.6649e-06,2.0961e-07,2.1333e-06,4.7468e-06,1.4187e-06,,5.9739e-07,-1.1038e-06,,9.4833e-07,1.7741e-06
13,-4.3491e-07,-2.934e-06,6.2635e-06,,2.2695e-06,,,,,,,,,,,,,,,
